Date,Time,Cels(V),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,L1,L2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-07-09,20:54:59.570,24.6,83,5.1,-3,-6,-1018,6,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:54:59.770,24.6,81,5.1,-3,-6,-1018,6,-41,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:54:59.970,24.6,81,5.1,-3,-6,-1018,6,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:00.170,24.6,82,5.1,-3,-6,-1018,6,-41,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:00.370,24.6,82,5.1,-3,-6,-1018,6,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:00.570,24.6,83,5.1,-3,-6,-1018,6,-41,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:00.770,24.6,83,5.1,-3,-6,-1018,6,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:00.970,24.6,83,5.1,-3,-6,-1017,6,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:01.170,24.6,82,5.1,-1,-6,-509,527,-40,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:01.370,24.6,82,5.1,-3,366,-128,648,-40,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:01.570,24.6,84,5.1,-6,271,411,-294,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:01.770,24.6,84,5.1,-191,-183,356,-12,-41,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:01.970,24.6,83,5.1,-17,25,-493,637,-40,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:02.170,24.6,83,5.1,70,149,-853,3,-41,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:02.370,24.6,84,5.1,303,-247,-1014,-446,-41,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:02.570,24.6,84,5.1,369,-774,-235,-420,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:02.770,24.6,80,5.1,-111,-932,429,6,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:02.970,24.6,80,5.1,-665,-251,82,867,-40,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:03.170,24.6,80,5.1,-322,653,-858,844,-40,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:03.370,24.6,81,5.1,288,429,-1006,-342,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:03.570,24.6,81,5.1,763,-405,-609,-914,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:03.770,24.6,77,5.1,237,-872,266,-612,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:03.970,24.6,77,5.1,-219,-411,374,367,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:04.170,24.6,88,5.1,-263,333,-256,742,-40,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:04.370,24.6,88,5.1,260,283,-735,-86,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:04.570,24.6,83,5.1,363,-215,-1017,-417,-41,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:04.770,24.6,83,5.1,236,-723,-998,162,-40,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:04.970,24.6,82,5.1,11,-11,-1012,720,-40,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:05.170,24.6,82,5.1,5,214,-1021,7,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:05.370,24.6,82,5.1,0,-466,-1024,7,-41,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:05.570,24.6,83,5.1,-2,-6,-1024,8,-40,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:05.770,24.6,83,5.1,-2,-6,-1024,7,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:05.970,24.6,83,5.1,-2,-6,-1022,7,-41,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:06.170,24.6,83,5.1,-2,25,-1022,976,-40,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:06.370,24.6,79,5.1,-3,574,-1021,368,-41,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:06.570,24.6,79,5.1,-2,-102,-1020,-264,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:06.770,24.6,86,5.1,-2,-939,-396,-130,-41,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:06.970,24.6,86,5.1,-154,-299,-42,789,-40,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:07.170,24.6,81,5.1,-640,627,429,782,-40,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:07.370,24.6,81,5.1,-67,59,1024,-557,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:07.570,24.6,81,5.1,-6,-386,777,13,-40,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:07.770,24.6,83,5.1,-6,74,-243,316,-40,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:07.970,24.6,83,5.1,-4,-3,-1017,8,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:08.170,24.6,79,5.1,-6,-5,-1020,7,-41,-1024,6,1024,1024,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:08.370,24.6,79,5.1,-6,-6,-1018,7,-41,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:08.570,24.6,80,5.1,-4,-6,-1018,7,-41,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
2018-07-09,20:55:08.770,24.6,80,5.1,-4,-6,-1018,7,-41,-1024,6,1024,1024,0,0,-1,-1,-1,0,-1,-1,-1,-1,0x0000000000000002,10.0
